Disease Name,Cases,Location Name,Country Code,Region Type,Lattitude,Longitude,Region Boundary,TimeStampStart,TimeStampEnd,Source File
Meningitis,0,Matara,LKA,city,5.94464,80.55015,"{'west': 80.50298, 'south': 5.93538, 'east': 80.57139, 'north': 5.9771}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dengue Fever,38,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dysentery,2,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Encephalitis,0,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Enteric Fever,0,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Food Poisoning,1,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Leptospirosis,0,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Typhus Fever,2,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Viral Hepatitis,0,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Human Rabies,0,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Chickenpox,6,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Meningitis,3,Jaffna,LKA,city,9.65876,80.01907,"{'west': 79.99777, 'south': 9.646, 'east': 80.05758, 'north': 9.69279}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dengue Fever,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dysentery,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Encephalitis,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Enteric Fever,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Food Poisoning,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Leptospirosis,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Typhus Fever,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Viral Hepatitis,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Human Rabies,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Chickenpox,1,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Meningitis,0,Kilinochchi,LKA,city,9.40854,80.40766,"{'west': 80.35301, 'south': 9.30657, 'east': 80.45792, 'north': 9.4388}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dengue Fever,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dysentery,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Encephalitis,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Enteric Fever,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Food Poisoning,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Leptospirosis,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Typhus Fever,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Viral Hepatitis,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Human Rabies,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Chickenpox,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Meningitis,0,Mannar,LKA,city,8.98508,79.90976,"{'west': 79.89545, 'south': 8.96972, 'east': 79.92752, 'north': 8.99724}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dengue Fever,1,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dysentery,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Encephalitis,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Enteric Fever,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Food Poisoning,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Leptospirosis,2,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Typhus Fever,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Viral Hepatitis,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Human Rabies,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Chickenpox,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Meningitis,0,Vavuniya,LKA,city,8.75888,80.49993,"{'west': 80.40041, 'south': 8.71375, 'east': 80.55008, 'north': 8.8121}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dengue Fever,11,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dysentery,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Encephalitis,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Enteric Fever,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Food Poisoning,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Leptospirosis,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Typhus Fever,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Viral Hepatitis,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Human Rabies,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Chickenpox,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Meningitis,0,Mullaitivu,LKA,city,9.26533,80.8115,"{'west': 80.7902, 'south': 9.20712, 'east': 80.84548, 'north': 9.28467}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dengue Fever,53,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dysentery,7,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Encephalitis,1,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Enteric Fever,0,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Food Poisoning,0,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Leptospirosis,3,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Typhus Fever,0,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Viral Hepatitis,0,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Human Rabies,0,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Chickenpox,3,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Meningitis,1,Batticaloa,LKA,city,7.72066,81.6955,"{'west': 81.65274, 'south': 7.70261, 'east': 81.7078, 'north': 7.76642}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dengue Fever,1,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dysentery,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Encephalitis,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Enteric Fever,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Food Poisoning,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Leptospirosis,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Typhus Fever,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Viral Hepatitis,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Human Rabies,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Chickenpox,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Meningitis,0,Ampara,LKA,city,7.29173,81.67835,"{'west': 81.62709, 'south': 7.27196, 'east': 81.71644, 'north': 7.32984}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dengue Fever,28,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dysentery,0,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Encephalitis,0,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Enteric Fever,0,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Food Poisoning,0,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Leptospirosis,1,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Typhus Fever,0,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Viral Hepatitis,0,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Human Rabies,0,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Chickenpox,2,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Meningitis,2,Trincomalee,LKA,city,8.57743,81.22461,"{'west': 81.20242, 'south': 8.53133, 'east': 81.24647, 'north': 8.59751}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dengue Fever,56,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Dysentery,5,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Encephalitis,1,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Enteric Fever,0,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Food Poisoning,0,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Leptospirosis,7,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Typhus Fever,0,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Viral Hepatitis,0,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Human Rabies,0,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
Chickenpox,22,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",08-Jul-2023 00:00:00,14-Jul-2023 00:00:00,Data/Error File/en_64c78901a4223_Vol_50_no_29-english_1.pdf
